"","Platform","Year_of_Release","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count"
"10653","GBA",2003,"Action",0.07,0.03,0,0,0.1,77,21,8,8
"10654","X360",2006,"Shooter",0.07,0.01,0.02,0.01,0.1,55,59,6,41
"10655","DS",2008,"Action",0.09,0,0,0.01,0.1,77,12,7,14
"10656","3DS",2011,"Misc",0.09,0,0,0.01,0.1,67,5,7,8
"10657","Wii",2009,"Misc",0.09,0,0,0.01,0.1,32,4,1,4
"10658","PSP",2006,"Sports",0.09,0,0,0.01,0.1,69,17,7,7
"10659","DC",1999,"Fighting",0,0,0.1,0,0.1,NA,NA,NA,NA
"10660","XB",2004,"Shooter",0.07,0.02,0,0,0.1,69,25,7,5
"10661","PS2",2001,"Role-Playing",0.05,0.04,0,0.01,0.1,60,14,8,13
"10662","PS",1999,"Strategy",0.06,0.04,0,0.01,0.1,NA,NA,NA,NA
"10663","PS",1997,"Simulation",0.06,0.04,0,0.01,0.1,NA,NA,NA,NA
"10664","PS3",2009,"Adventure",0.06,0.03,0,0.01,0.1,17,11,1,37
"10665","Wii",2010,"Shooter",0.09,0,0,0.01,0.1,39,6,NA,NA
"10666","Wii",2008,"Misc",0.09,0,0,0.01,0.1,NA,NA,NA,NA
"10667","XB",2003,"Action",0.07,0.02,0,0,0.1,NA,NA,NA,NA
"10668","XB",2004,"Shooter",0.07,0.02,0,0,0.1,NA,NA,NA,NA
"10669","DS",2005,"Simulation",0,0,0.1,0,0.1,NA,NA,NA,NA
"10670","X360",2010,"Sports",0.09,0,0,0.01,0.1,55,4,NA,NA
"10671","XB",2005,"Adventure",0.07,0.03,0,0,0.1,84,51,7,39
"10672","DS",2007,"Fighting",0,0,0.1,0,0.1,NA,NA,NA,NA
"10673","DS",2007,"Misc",0,0,0.1,0,0.1,NA,NA,NA,NA
"10674","3DS",2011,"Action",0.07,0.02,0,0.01,0.1,NA,NA,NA,NA
"10675","XB",2006,"Platform",0.07,0.02,0,0,0.1,61,26,NA,NA
"10676","PSP",2010,"Sports",0.09,0,0,0.01,0.1,NA,NA,7,5
"10677","PS3",2007,"Misc",0.08,0.01,0,0.01,0.1,75,6,NA,NA
"10678","XB",2002,"Puzzle",0.07,0.02,0,0,0.1,28,13,4,8
"10679","PS",1994,"Role-Playing",0,0,0.09,0.01,0.1,NA,NA,NA,NA
"10680","X360",2005,"Sports",0.09,0,0,0.01,0.1,75,37,6,24
"10681","Wii",2008,"Racing",0.09,0,0,0.01,0.1,NA,NA,NA,NA
"10682","PS",1997,"Racing",0.06,0.04,0,0.01,0.1,NA,NA,NA,NA
"10683","Wii",2011,"Action",0.07,0.02,0,0.01,0.1,36,10,4,15
"10684","XB",2005,"Sports",0.07,0.02,0,0,0.1,82,17,9,6
"10685","DS",2006,"Role-Playing",0.07,0,0.03,0.01,0.1,73,36,8,35
"10686","PC",2010,"Strategy",0.08,0.01,0,0.01,0.1,NA,NA,NA,NA
"10687","DC",2000,"Adventure",0,0,0.1,0,0.1,NA,NA,NA,NA
"10689","SAT",1995,"Misc",0,0,0.1,0,0.1,NA,NA,NA,NA
"10690","PC",2015,"Sports",0.03,0.06,0,0.01,0.1,NA,NA,5,65
"10691","XB",2003,"Misc",0.07,0.02,0,0,0.1,NA,NA,NA,NA
"10692","PSV",2014,"Adventure",0,0,0.1,0,0.1,NA,NA,NA,NA
"10693","3DS",2011,"Action",0.07,0.02,0,0.01,0.1,54,4,NA,NA
"10694","PSP",2008,"Adventure",0.09,0,0,0.01,0.1,62,19,8,8
"10695","SNES",1995,"Racing",0,0,0.1,0,0.1,NA,NA,NA,NA
"10696","PSP",2006,"Racing",0,0,0.1,0,0.1,NA,NA,NA,NA
"10697","PSV",2012,"Role-Playing",0,0,0.1,0,0.1,NA,NA,NA,NA
"10698","PC",2011,"Action",0.05,0.04,0,0.01,0.1,43,12,5,56
"10699","DS",2011,"Sports",0.09,0,0,0.01,0.1,NA,NA,NA,NA
"10700","Wii",2010,"Action",0.06,0.03,0,0.01,0.1,47,11,NA,NA
"10701","XB",2005,"Action",0.07,0.02,0,0,0.1,46,17,8,10
"10702","PS2",2008,"Adventure",0,0,0.1,0,0.1,NA,NA,NA,NA
"10703","PS3",2011,"Misc",0,0.08,0,0.02,0.1,NA,NA,NA,NA
"10704","Wii",2007,"Role-Playing",0.08,0,0.01,0.01,0.1,65,33,7,14
"10705","Wii",2008,"Sports",0.09,0.01,0,0.01,0.1,NA,NA,1,10
"10706","Wii",2007,"Fighting",0,0,0.1,0,0.1,NA,NA,NA,NA
"10707","GC",2001,"Misc",0.08,0.02,0,0,0.1,39,11,2,11
"10708","DS",2009,"Misc",0,0,0.1,0,0.1,NA,NA,NA,NA
"10709","PSV",2013,"Adventure",0.04,0.04,0,0.02,0.1,83,16,9,87
"10710","PS2",2003,"Platform",0.05,0.04,0,0.01,0.1,NA,NA,NA,NA
"10711","SAT",1996,"Fighting",0,0,0.1,0,0.1,NA,NA,NA,NA
"10712","PSP",2010,"Platform",0.05,0,0.03,0.01,0.1,NA,NA,NA,NA
"10713","PS2",2002,"Sports",0,0,0.1,0,0.1,NA,NA,NA,NA
"10714","XB",2004,"Action",0.07,0.02,0,0,0.1,67,21,5,6
"10715","PSP",2009,"Sports",0.09,0,0,0.01,0.1,67,5,NA,NA
"10716","PSP",2011,"Role-Playing",0,0,0.1,0,0.1,NA,NA,NA,NA
"10717","DS",2011,"Strategy",0.08,0.01,0,0.01,0.1,NA,NA,NA,NA
"10718","GBA",2004,"Adventure",0,0,0.1,0,0.1,NA,NA,NA,NA
"10719","DS",2010,"Puzzle",0.09,0,0,0.01,0.1,NA,NA,NA,NA
"10720","DS",2008,"Adventure",0,0,0.1,0,0.1,NA,NA,NA,NA
"10721","DS",2008,"Adventure",0.08,0.01,0,0.01,0.1,68,4,NA,NA
"10722","PS2",2004,"Simulation",0.05,0.04,0,0.01,0.1,42,19,8,18
"10723","DS",2009,"Misc",0,0.09,0,0.01,0.1,NA,NA,NA,NA
"10724","PS",2001,"Racing",0.05,0.04,0,0.01,0.1,NA,NA,NA,NA
"10725","DS",2009,"Shooter",0.09,0,0,0.01,0.1,NA,NA,NA,NA
"10726","PS4",2015,"Fighting",0,0.08,0,0.01,0.1,71,28,5,94
"10727","PS4",2016,"Shooter",0.03,0.05,0,0.02,0.1,73,26,6,37
"10728","PSP",2009,"Fighting",0.09,0,0,0.01,0.1,28,16,0,50
"10729","X360",2014,"Adventure",0.04,0.05,0,0.01,0.1,NA,NA,NA,NA
"10730","PS4",2015,"Action",0,0.08,0,0.01,0.1,73,13,6,50
"10731","Wii",2008,"Adventure",0.09,0,0,0.01,0.1,NA,NA,NA,NA
"10732","PSV",2014,"Adventure",0.07,0,0.01,0.02,0.1,NA,NA,NA,NA
"10733","XB",2004,"Racing",0.07,0.02,0,0,0.1,79,39,NA,NA
"10734","PS",1996,"Shooter",0.05,0.04,0,0.01,0.1,NA,NA,NA,NA
"10735","DS",2008,"Simulation",0.09,0,0,0.01,0.1,NA,NA,NA,NA
"10736","PS3",2011,"Racing",0.09,0,0,0.01,0.1,NA,NA,NA,NA
"10737","PSV",2014,"Adventure",0.05,0,0.03,0.02,0.1,NA,NA,NA,NA
"10738","PS4",2014,"Role-Playing",0.05,0.02,0.02,0.01,0.1,53,31,6,79
"10739","X360",2012,"Shooter",0.06,0.03,0,0.01,0.1,52,46,5,65
"10740","PS2",2005,"Action",0.05,0.04,0,0.01,0.1,53,23,NA,NA
"10741","PS2",2007,"Racing",0.05,0.04,0,0.01,0.1,62,26,9,7
"10742","PS3",2012,"Action",0.04,0.03,0.01,0.01,0.1,53,19,7,22
"10743","X360",2009,"Misc",0.09,0,0,0.01,0.1,NA,NA,NA,NA
"10744","3DS",2011,"Action",0.06,0.03,0,0.01,0.1,55,10,4,5
"10745","PS",1998,"Racing",0,0,0.09,0.01,0.1,NA,NA,NA,NA
"10746","PSP",2006,"Racing",0,0.02,0.07,0.01,0.1,NA,NA,NA,NA
"10747","X360",2015,"Sports",0.04,0.05,0,0.01,0.1,NA,NA,7,34
"10748","SNES",1995,"Sports",0,0,0.1,0,0.1,NA,NA,NA,NA
"10749","3DS",2011,"Platform",0.05,0.04,0,0.01,0.1,51,15,5,14
"10750","GBA",2004,"Platform",0,0,0.09,0,0.1,NA,NA,NA,NA
"10751","X360",2011,"Racing",0.07,0.02,0,0.01,0.1,NA,NA,NA,NA
"10752","XB",2002,"Shooter",0.07,0.02,0,0,0.1,54,13,NA,NA
"10753","PS",1997,"Shooter",0.05,0.04,0,0.01,0.1,NA,NA,NA,NA
"10754","PC",2014,"Racing",0,0.09,0,0.01,0.1,61,20,4,65
"10755","Wii",2008,"Sports",0.09,0,0,0.01,0.1,NA,NA,NA,NA
"10756","DS",2009,"Puzzle",0.08,0,0,0.01,0.1,72,7,6,6
"10757","WiiU",2013,"Strategy",0.05,0.04,0,0.01,0.1,NA,NA,6,17
"10758","DS",2009,"Simulation",0.09,0,0,0.01,0.1,NA,NA,NA,NA
"10759","DS",2009,"Role-Playing",0.06,0,0.03,0,0.1,63,27,6,10
"10760","DS",2006,"Action",0.08,0.01,0,0.01,0.1,57,15,NA,NA
"10761","PS2",2007,"Role-Playing",0,0,0.1,0,0.1,64,24,7,17
"10762","PS",1996,"Fighting",0,0,0.09,0.01,0.1,NA,NA,NA,NA
"10763","DS",2010,"Sports",0.09,0,0,0.01,0.1,NA,NA,NA,NA
"10764","PS",1998,"Role-Playing",0.01,0.01,0.07,0.01,0.1,NA,NA,NA,NA
"10765","DS",2006,"Role-Playing",0.09,0,0,0.01,0.1,71,8,7,27
"10767","X360",2007,"Adventure",0.07,0.02,0,0.01,0.1,NA,NA,NA,NA
"10768","X360",2010,"Action",0.09,0,0,0.01,0.1,56,15,5,4
"10769","DS",2005,"Racing",0.09,0,0,0.01,0.1,49,5,NA,NA
"10770","XB",2006,"Platform",0.07,0.02,0,0,0.1,68,16,NA,NA
"10771","PS2",2004,"Fighting",0.05,0.04,0,0.01,0.1,73,39,7,13
"10772","Wii",2009,"Action",0.09,0,0,0.01,0.1,60,8,NA,NA
"10773","DS",2008,"Simulation",0.08,0.01,0,0.01,0.1,NA,NA,NA,NA
"10774","PS4",2016,"Simulation",0,0,0.1,0,0.1,NA,NA,NA,NA
"10775","PSV",2013,"Sports",0,0,0.1,0,0.1,NA,NA,NA,NA
"10776","Wii",2009,"Action",0.09,0,0,0.01,0.1,71,7,8,5
"10777","PS",1997,"Adventure",0.05,0.04,0,0.01,0.1,NA,NA,NA,NA
"10778","PS2",2001,"Racing",0.05,0.04,0,0.01,0.1,64,12,NA,NA
"10779","WiiU",2015,"Platform",0.05,0.04,0,0.01,0.1,88,24,8,280
"10780","PSV",2014,"Role-Playing",0.02,0.01,0.06,0.01,0.1,NA,NA,NA,NA
"10781","PS",1996,"Puzzle",0,0,0.09,0.01,0.1,NA,NA,NA,NA
"10782","PSV",2016,"Action",0,0,0.1,0,0.1,NA,NA,NA,NA
"10783","X360",2011,"Misc",0.09,0,0,0.01,0.1,NA,NA,NA,NA
"10784","PSP",2009,"Action",0.08,0,0,0.01,0.1,NA,NA,NA,NA
"10785","PSV",2014,"Role-Playing",0.02,0,0.06,0.01,0.1,66,25,7,24
"10786","PC",2011,"Action",0.05,0.03,0,0.01,0.1,NA,NA,3,15
"10787","X360",2011,"Action",0.09,0,0,0.01,0.1,NA,NA,4,8
"10788","PSV",2012,"Adventure",0,0,0.1,0,0.1,NA,NA,NA,NA
"10789","X360",2009,"Action",0.09,0,0,0.01,0.1,NA,NA,NA,NA
"10790","XB",2003,"Racing",0.07,0.02,0,0,0.1,87,23,8,14
"10791","DS",2007,"Sports",0,0,0.1,0,0.1,NA,NA,NA,NA
"10793","Wii",2010,"Adventure",0.08,0.01,0,0.01,0.1,NA,NA,9,10
"10794","GBA",2002,"Fighting",0.05,0.02,0.03,0,0.1,NA,NA,NA,NA
"10795","PS4",2016,"Action",0,0,0.1,0,0.1,NA,NA,NA,NA
"10796","3DS",2014,"Role-Playing",0.07,0.02,0,0.01,0.1,NA,NA,NA,NA
"10797","Wii",2009,"Simulation",0.09,0,0,0.01,0.1,NA,NA,NA,NA
"10798","DS",2010,"Misc",0.08,0.01,0,0.01,0.1,NA,NA,NA,NA
"10799","Wii",2007,"Action",0.08,0,0,0.01,0.1,62,25,6,32
"10800","PS2",2006,"Role-Playing",0,0,0.1,0,0.1,71,30,7,43
"10801","PSP",2012,"Role-Playing",0,0,0.1,0,0.1,NA,NA,NA,NA
"10802","GBA",2006,"Platform",0.07,0.03,0,0,0.1,86,4,8,12
"10803","GBA",2002,"Shooter",0.07,0.03,0,0,0.1,NA,NA,NA,NA
"10804","PS4",2015,"Action",0.02,0.01,0.06,0.01,0.1,71,29,6,15
"10805","GC",2004,"Sports",0,0,0.09,0,0.1,NA,NA,NA,NA
"10806","DS",2008,"Action",0.09,0,0,0.01,0.1,54,13,NA,NA
"10807","XB",2002,"Simulation",0.05,0.02,0.02,0,0.1,83,20,8,20
"10808","PS",1997,"Fighting",0,0,0.09,0.01,0.1,NA,NA,NA,NA
"10809","Wii",2009,"Misc",0.09,0,0,0.01,0.1,NA,NA,NA,NA
"10810","DS",2011,"Role-Playing",0,0,0.1,0,0.1,NA,NA,NA,NA
"10811","PSP",2006,"Action",0.08,0,0,0.01,0.1,74,34,6,6
"10812","3DS",2011,"Fighting",0.07,0.02,0,0.01,0.1,58,16,5,28
"10813","DS",2010,"Sports",0,0,0.1,0,0.1,NA,NA,NA,NA
"10814","DS",2010,"Puzzle",0,0.08,0,0.01,0.1,77,10,NA,NA
"10815","Wii",2008,"Shooter",0.09,0,0,0.01,0.1,78,30,7,17
"10816","XB",2002,"Racing",0.07,0.02,0,0,0.1,NA,NA,NA,NA
"10817","DS",2009,"Simulation",0,0,0.1,0,0.1,NA,NA,NA,NA
"10818","DS",2006,"Strategy",0.09,0,0,0.01,0.1,48,19,4,6
"10819","3DS",2014,"Sports",0,0,0.1,0,0.1,NA,NA,NA,NA
"10820","PC",2006,"Strategy",0,0.08,0,0.02,0.1,88,39,8,648
"10821","PSV",2016,"Action",0.01,0.06,0.01,0.02,0.1,NA,NA,7,13
"10822","X360",2009,"Shooter",0.09,0,0,0.01,0.1,44,25,4,76
"10823","XOne",2016,"Platform",0.05,0.04,0,0.01,0.1,78,14,6,8
"10824","XB",2002,"Action",0.07,0.02,0,0,0.1,54,18,5,4
"10825","PSP",2006,"Racing",0.09,0,0,0.01,0.1,66,13,5,6
"10826","WiiU",2014,"Action",0.08,0,0,0.01,0.1,NA,NA,NA,NA
"10827","PSV",2016,"Fighting",0,0.02,0.07,0,0.1,62,4,7,10
"10828","PS2",2002,"Racing",0.05,0.04,0,0.01,0.09,78,16,NA,NA
"10829","X360",2011,"Misc",0.05,0.03,0,0.01,0.09,60,16,7,7
"10830","PSV",2013,"Action",0,0,0.09,0,0.09,NA,NA,NA,NA
"10831","DS",2007,"Misc",0,0,0.09,0,0.09,NA,NA,NA,NA
"10832","PSP",2010,"Adventure",0,0,0.09,0,0.09,NA,NA,NA,NA
"10833","XB",2005,"Simulation",0.07,0.02,0,0,0.09,61,43,4,9
"10834","PS",1998,"Strategy",0,0,0.09,0.01,0.09,NA,NA,NA,NA
"10835","PS",2000,"Action",0.05,0.04,0,0.01,0.09,61,11,8,7
"10836","GC",2005,"Adventure",0.07,0.02,0,0,0.09,NA,NA,NA,NA
"10837","DS",2011,"Platform",0.09,0,0,0.01,0.09,NA,NA,NA,NA
"10838","PS2",2003,"Sports",0,0,0.09,0,0.09,NA,NA,NA,NA
"10840","XB",2002,"Misc",0.07,0.02,0,0,0.09,NA,NA,NA,NA
"10841","PS2",2006,"Action",0.05,0.04,0,0.01,0.09,62,13,8,10
"10842","PS3",2011,"Fighting",0,0.04,0.04,0.01,0.09,80,36,6,114
"10843","X360",2011,"Shooter",0.07,0.02,0,0.01,0.09,43,42,1,116
"10844","GC",2005,"Platform",0.07,0.02,0,0,0.09,66,17,7,10
"10845","DS",2010,"Misc",0.09,0,0,0.01,0.09,NA,NA,NA,NA
"10846","Wii",2011,"Misc",0.07,0.02,0,0.01,0.09,NA,NA,NA,NA
"10847","GC",2002,"Fighting",0.07,0.02,0,0,0.09,74,17,NA,NA
"10848","DS",2007,"Strategy",0.08,0,0,0.01,0.09,73,28,7,6
"10849","WiiU",2016,"Misc",0.03,0.06,0,0.01,0.09,NA,NA,NA,NA
"10850","3DS",2012,"Puzzle",0.09,0,0,0.01,0.09,71,11,7,17
"10851","XB",2004,"Racing",0.07,0.02,0,0,0.09,65,25,6,7
"10852","XB",2002,"Sports",0.07,0.02,0,0,0.09,77,17,NA,NA
"10853","PS3",2010,"Misc",0.05,0.03,0,0.01,0.09,NA,NA,NA,NA
"10854","DS",2009,"Action",0,0,0.09,0,0.09,NA,NA,NA,NA
"10855","XB",2005,"Action",0.07,0.02,0,0,0.09,60,4,NA,NA
"10856","PS3",2011,"Action",0.04,0.04,0,0.01,0.09,NA,NA,NA,NA
"10857","PS3",2014,"Adventure",0.05,0.03,0,0.02,0.09,59,11,6,4
"10858","PSP",2009,"Adventure",0.08,0,0,0.01,0.09,79,4,8,30
"10859","X360",2010,"Sports",0.09,0,0,0.01,0.09,NA,NA,NA,NA
"10860","PS2",2003,"Racing",0.05,0.04,0,0.01,0.09,61,13,7,6
"10861","PC",2011,"Strategy",0.07,0.02,0,0.01,0.09,65,35,4,106
"10862","Wii",2008,"Sports",0.09,0,0,0.01,0.09,70,8,8,6
"10863","X360",2011,"Sports",0.05,0.03,0,0.01,0.09,46,9,6,4
"10864","3DS",2014,"Action",0.01,0.08,0,0.01,0.09,NA,NA,NA,NA
"10865","SAT",1998,"Strategy",0,0,0.09,0,0.09,NA,NA,NA,NA
"10866","PSP",2012,"Adventure",0,0,0.09,0,0.09,NA,NA,NA,NA
"10867","3DS",2012,"Action",0,0,0.09,0,0.09,NA,NA,NA,NA
"10868","X360",2007,"Action",0.08,0.01,0,0.01,0.09,63,26,6,16
"10869","DS",2009,"Action",0,0,0.09,0,0.09,NA,NA,NA,NA
"10870","PS4",2016,"Misc",0,0,0.09,0,0.09,NA,NA,NA,NA
"10871","PS",1998,"Strategy",0.05,0.04,0,0.01,0.09,NA,NA,NA,NA
"10872","PS",2001,"Strategy",0.05,0.04,0,0.01,0.09,NA,NA,NA,NA
"10873","PS",1997,"Action",0.05,0.04,0,0.01,0.09,NA,NA,NA,NA
"10874","SNES",1995,"Role-Playing",0,0,0.09,0,0.09,NA,NA,NA,NA
"10875","PC",2009,"Racing",0,0.08,0,0.01,0.09,87,26,7,435
"10876","DS",2009,"Action",0.09,0,0,0.01,0.09,NA,NA,NA,NA
"10877","PSV",2014,"Action",0,0,0.09,0,0.09,NA,NA,NA,NA
"10878","PS2",2001,"Role-Playing",0.02,0.02,0.04,0.01,0.09,64,13,7,6
"10879","PSP",2006,"Sports",0.09,0,0,0.01,0.09,NA,NA,7,4
"10880","GBA",2002,"Action",0.07,0.02,0,0,0.09,63,13,4,4
"10881","DS",2008,"Strategy",0.07,0,0.02,0.01,0.09,60,20,NA,NA
"10882","PSP",2005,"Role-Playing",0.08,0,0,0.01,0.09,68,24,7,26
"10883","PS3",2013,"Action",0.06,0.01,0,0.02,0.09,NA,NA,4,15
"10884","PSV",2016,"Role-Playing",0,0,0.09,0,0.09,NA,NA,NA,NA
"10885","X360",2009,"Shooter",0.08,0.01,0,0.01,0.09,38,22,3,37
"10886","PC",1999,"Strategy",0.01,0.08,0,0.01,0.09,92,21,9,801
"10887","Wii",2008,"Misc",0.08,0.01,0,0.01,0.09,42,10,1,7
"10888","PS2",2004,"Role-Playing",0.05,0.04,0,0.01,0.09,61,14,6,11
"10889","PS4",2015,"Action",0.01,0,0.08,0,0.09,NA,NA,NA,NA
"10890","XB",2002,"Racing",0.07,0.02,0,0,0.09,84,18,8,16
"10891","PS2",2004,"Platform",0.05,0.04,0,0.01,0.09,70,20,8,18
"10892","PC",2007,"Shooter",0.01,0.06,0,0.02,0.09,72,32,5,216
"10893","PS",1995,"Strategy",0.05,0.04,0,0.01,0.09,NA,NA,NA,NA
"10894","PS2",2004,"Shooter",0.05,0.04,0,0.01,0.09,82,46,8,13
"10895","PS4",2015,"Action",0.03,0.05,0,0.02,0.09,NA,NA,NA,NA
"10896","Wii",2007,"Shooter",0.06,0.03,0,0.01,0.09,56,29,7,24
"10897","SAT",1998,"Sports",0,0,0.09,0,0.09,NA,NA,NA,NA
"10898","Wii",2012,"Sports",0,0.03,0.06,0,0.09,NA,NA,NA,NA
"10899","XB",2003,"Sports",0.07,0.02,0,0,0.09,76,16,NA,NA
"10900","GBA",2005,"Action",0.07,0.02,0,0,0.09,NA,NA,NA,NA
"10901","PSP",2009,"Misc",0.06,0.02,0,0.02,0.09,80,44,7,12
"10902","Wii",2009,"Sports",0.09,0,0,0.01,0.09,NA,NA,NA,NA
"10903","DS",2005,"Role-Playing",0,0,0.09,0,0.09,NA,NA,NA,NA
"10904","DS",2007,"Action",0.09,0,0,0,0.09,NA,NA,NA,NA
"10905","DS",2008,"Strategy",0.09,0,0,0.01,0.09,57,5,NA,NA
"10906","X360",2010,"Role-Playing",0.04,0.04,0.01,0.01,0.09,64,21,5,52
"10907","PSP",2005,"Fighting",0,0,0.09,0,0.09,NA,NA,NA,NA
"10908","PSV",2015,"Action",0.02,0.01,0.05,0.01,0.09,NA,NA,NA,NA
"10909","PS3",2010,"Misc",0,0.07,0,0.02,0.09,NA,NA,NA,NA
"10910","PS2",2005,"Platform",0.05,0.04,0,0.01,0.09,86,33,8,61
"10911","Wii",2007,"Action",0.07,0.01,0,0.01,0.09,58,15,8,8
"10912","PS",2001,"Sports",0,0,0.09,0.01,0.09,NA,NA,NA,NA
"10913","Wii",2013,"Platform",0,0.09,0,0.01,0.09,NA,NA,NA,NA
"10914","PC",2011,"Puzzle",0,0.07,0,0.02,0.09,NA,NA,NA,NA
"10915","Wii",2008,"Sports",0.09,0,0,0.01,0.09,NA,NA,NA,NA
"10916","X360",2010,"Sports",0.09,0,0,0.01,0.09,NA,NA,3,4
"10917","PS2",2000,"Sports",0.05,0.04,0,0.01,0.09,62,8,NA,NA
"10918","PSP",2012,"Adventure",0,0,0.09,0,0.09,NA,NA,NA,NA
"10919","XB",2005,"Racing",0.07,0.02,0,0,0.09,55,13,NA,NA
"10920","GC",2002,"Racing",0.07,0.02,0,0,0.09,78,11,NA,NA
"10921","DS",2010,"Platform",0.09,0,0,0.01,0.09,NA,NA,NA,NA
"10922","SAT",1995,"Misc",0,0,0.09,0,0.09,NA,NA,NA,NA
"10923","3DS",2013,"Platform",0.05,0.04,0,0.01,0.09,NA,NA,NA,NA
"10924","PS2",2004,"Fighting",0.05,0.04,0,0.01,0.09,63,9,7,23
"10925","PS2",2009,"Misc",0.05,0.04,0,0.01,0.09,NA,NA,NA,NA
"10926","PS",1995,"Simulation",0.05,0.04,0,0.01,0.09,NA,NA,NA,NA
"10927","PS4",2016,"Action",0.05,0.02,0,0.02,0.09,44,49,5,163
"10928","PS2",2003,"Sports",0.05,0.04,0,0.01,0.09,58,10,6,4
"10929","PC",2015,"Adventure",0.02,0.06,0,0.01,0.09,NA,NA,NA,NA
"10930","GC",2004,"Shooter",0.07,0.02,0,0,0.09,78,28,8,15
"10931","XB",2005,"Misc",0.07,0.02,0,0,0.09,71,9,NA,NA
"10932","Wii",2008,"Action",0.09,0,0,0.01,0.09,52,29,7,4
"10933","SAT",1998,"Sports",0,0,0.09,0,0.09,NA,NA,NA,NA
"10934","DS",2005,"Puzzle",0.09,0,0,0.01,0.09,46,4,NA,NA
"10935","DS",2009,"Misc",0.09,0,0,0.01,0.09,NA,NA,NA,NA
"10936","XB",2005,"Action",0.07,0.02,0,0,0.09,94,32,8,121
"10937","PS",1996,"Simulation",0.05,0.04,0,0.01,0.09,NA,NA,NA,NA
"10938","DS",2006,"Adventure",0.08,0.01,0,0.01,0.09,NA,NA,NA,NA
"10939","DS",2006,"Adventure",0.06,0.02,0,0.01,0.09,60,25,6,6
"10940","PSP",2010,"Adventure",0,0,0.09,0,0.09,NA,NA,NA,NA
"10941","DS",2010,"Simulation",0.08,0.01,0,0.01,0.09,NA,NA,NA,NA
"10942","DS",2004,"Puzzle",0,0,0.09,0,0.09,NA,NA,NA,NA
"10943","DS",2011,"Fighting",0,0,0.09,0,0.09,NA,NA,NA,NA
"10944","PS2",2007,"Strategy",0.05,0.04,0,0.01,0.09,NA,NA,NA,NA
"10945","PS",2001,"Role-Playing",0,0,0.09,0.01,0.09,NA,NA,NA,NA
"10946","XB",2004,"Misc",0.07,0.02,0,0,0.09,58,10,8,4
"10947","PS3",2007,"Sports",0.08,0,0,0.01,0.09,67,15,3,4
"10948","DS",2007,"Role-Playing",0.09,0,0,0.01,0.09,46,13,7,17
"10949","PSP",2012,"Sports",0.08,0,0,0.01,0.09,NA,NA,NA,NA
"10950","GBA",2002,"Platform",0.07,0.02,0,0,0.09,51,11,NA,NA
"10951","PS2",2003,"Fighting",0.05,0.04,0,0.01,0.09,59,25,8,43
"10952","PS2",2006,"Sports",0.05,0.04,0,0.01,0.09,NA,NA,7,6
"10953","DS",2010,"Action",0.09,0,0,0.01,0.09,NA,NA,NA,NA
"10954","PSP",2007,"Misc",0.08,0,0,0.01,0.09,64,17,6,4
"10955","GBA",2002,"Sports",0.07,0.02,0,0,0.09,NA,NA,NA,NA
"10956","GC",2003,"Platform",0.07,0.02,0,0,0.09,77,18,7,8
"10957","PS2",2010,"Sports",0,0,0.09,0,0.09,NA,NA,NA,NA
"10958","PS",2000,"Platform",0.05,0.03,0,0.01,0.09,NA,NA,NA,NA
"10959","XB",2004,"Sports",0.07,0.02,0,0,0.09,NA,NA,NA,NA
"10960","DS",2005,"Platform",0.09,0,0,0.01,0.09,66,13,NA,NA
"10961","PSV",2015,"Adventure",0,0.03,0.05,0.01,0.09,86,7,9,20
"10962","PC",2010,"Action",0,0.08,0,0.01,0.09,NA,NA,NA,NA
"10963","PS3",2011,"Misc",0.05,0.03,0,0.01,0.09,NA,NA,NA,NA
"10964","PS3",2012,"Shooter",0,0,0.09,0,0.09,NA,NA,NA,NA
"10965","PC",2016,"Simulation",0,0.09,0,0.01,0.09,81,41,4,57
"10966","PS",1996,"Strategy",0.05,0.03,0,0.01,0.09,NA,NA,NA,NA
"10967","PS2",2003,"Role-Playing",0.05,0.04,0,0.01,0.09,73,25,8,26
"10968","PSV",2011,"Action",0.04,0.04,0,0.02,0.09,57,43,6,28
"10969","GBA",2002,"Puzzle",0.07,0.02,0,0,0.09,75,10,NA,NA
"10970","PSP",2006,"Action",0.08,0.01,0,0.01,0.09,NA,NA,NA,NA
"10971","XB",2005,"Action",0.07,0.02,0,0,0.09,71,20,9,4
"10972","PS4",2016,"Racing",0.02,0.05,0,0.01,0.09,NA,NA,NA,NA
"10973","DS",2007,"Fighting",0.07,0.01,0,0.01,0.09,73,26,8,22
"10974","PSV",2013,"Misc",0.02,0.02,0.04,0.01,0.09,NA,NA,NA,NA
"10975","PS",1995,"Shooter",0,0,0.09,0.01,0.09,NA,NA,NA,NA
"10976","Wii",2009,"Sports",0.09,0,0,0.01,0.09,NA,NA,NA,NA
"10977","XB",2002,"Action",0.07,0.02,0,0,0.09,56,22,NA,NA
"10978","PS2",2005,"Shooter",0.04,0.04,0,0.01,0.09,71,36,9,25
"10979","PS2",2002,"Action",0.04,0.03,0,0.01,0.09,63,4,NA,NA
"10980","PS2",2003,"Sports",0.04,0.03,0,0.01,0.09,NA,NA,6,4
"10981","DS",2010,"Simulation",0.09,0,0,0.01,0.09,NA,NA,NA,NA
